2011-12-02 17:53:16 NSL需求報表	-2147217900	發生除以零的錯誤。	
2011-12-02 20:59:56 NSL需求報表	-2147217900	發生除以零的錯誤。	
2011-12-02 21:03:54 NSL需求報表	-2147217900	發生除以零的錯誤。	
2011-12-05 15:28:45 NSL需求報表	-2147217900	發生除以零的錯誤。	
2011-12-05 15:53:01 NSL需求報表	-2147467259	[DBNETLIB][ConnectionWrite (send()).]一般網路錯誤。 查閱您的網路文件。	
2011-12-05 15:59:47 NSL需求報表	-2147217900	發生除以零的錯誤。	
2011-12-05 16:17:32 NSL需求報表	-2147467259	[DBNETLIB][ConnectionWrite (send()).]一般網路錯誤。 查閱您的網路文件。	
2011-12-05 18:42:16 訂單接收	5	程序呼叫或引數不正確	
2011-12-05 18:44:03 訂單接收	5	程序呼叫或引數不正確	
2011-12-05 18:44:19 訂單接收	5	程序呼叫或引數不正確	
2011-12-05 18:44:56 訂單接收	5	程序呼叫或引數不正確	
2011-12-05 18:47:31 訂單接收	3704	當物件關閉時，不允許操作。	
2011-12-05 18:48:15 訂單接收	5	程序呼叫或引數不正確	
2011-12-05 18:48:45 訂單接收	3001	引數中可能發生類型錯誤、超過可接受的定義範圍、或與其他引數發生衝突。	
2011-12-05 18:49:12 訂單接收	3001	引數中可能發生類型錯誤、超過可接受的定義範圍、或與其他引數發生衝突。	
2011-12-05 18:49:35 訂單接收	3001	引數中可能發生類型錯誤、超過可接受的定義範圍、或與其他引數發生衝突。	
2018-07-20 下午 03:45:33 客戶/車輛/貨運公司 基本資料維護作業	-2147217900	無效的資料行名稱 'C0100'。	
2018-07-20 下午 03:46:02 客戶/車輛/貨運公司 基本資料維護作業	-2147217900	無效的資料行名稱 'C0100'。	
2018-07-20 下午 03:49:43 客戶/車輛/貨運公司 基本資料維護作業	-2147217900	無效的資料行名稱 'C0100'。	
BestTRP	2018-07-24 上午 11:35:09	0	排車轉訂單	WMS: 0000486923,TMS: F180722001,LCHF01,0001485290,20180719001         
2018-07-24 上午 11:35:26 排車資料回傳設定	-2147217913	將 varchar 值 '1.2363' 轉換成資料類型 int 時，轉換失敗。	回傳設定確認
BestTRP	2018-07-24 上午 11:35:58	0	排車轉訂單	WMS: 0000486923,TMS: F180722001,LCHF01,0001485290,20180719001         
2018-07-24 上午 11:37:07 排車資料回傳設定	-2147217913	將 varchar 值 '1.2363' 轉換成資料類型 int 時，轉換失敗。	回傳設定確認
BestTRP	2018-07-24 上午 11:40:36	0	排車轉訂單	WMS: 0000486923,TMS: F180722001,LCHF01,0001485290,20180719001         
2018-07-24 上午 11:44:19 排車資料回傳設定	-2147217913	將 varchar 值 '1.2363' 轉換成資料類型 int 時，轉換失敗。	回傳設定確認
2018-07-24 下午 01:14:53 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-07-24 下午 01:14:59 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-07-24 下午 01:16:30 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-07-24 下午 01:17:50 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-07-24 下午 01:17:58 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-07-24 下午 01:18:42 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-07-24 下午 01:19:38 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-07-24 下午 01:20:37 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-07-24 下午 01:26:30 BestTRP	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	檔案名稱： D:\\拋單格式測試檔案提供-更正.XLS
2018-07-24 下午 01:26:49 BestTRP	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	檔案名稱： D:\\拋單格式測試檔案提供-更正.XLS
2018-07-24 下午 03:28:39 BestTRP	91	沒有設定物件變數或 With 區塊變數	檔案名稱： D:\\拋單格式測試檔案提供-更正.XLS
2018-07-24 下午 03:29:09 BestTRP	-2147168237	在此工作階段中無法啟動更多的異動。
  	檔案名稱： D:\\拋單格式測試檔案提供-更正.XLS
2018-07-24 下午 03:30:53 BestTRP	91	沒有設定物件變數或 With 區塊變數	檔案名稱： D:\\拋單格式測試檔案提供-更正.XLS
2018-07-24 下午 04:05:46 BestTRP	91	沒有設定物件變數或 With 區塊變數	檔案名稱： D:\\拋單格式測試檔案提供-更正.XLS
2018-07-24 下午 04:06:16 BestTRP	91	沒有設定物件變數或 With 區塊變數	檔案名稱： D:\\拋單格式測試檔案提供-更正.XLS
2018-07-24 下午 04:06:58 BestTRP	91	沒有設定物件變數或 With 區塊變數	檔案名稱： D:\\拋單格式測試檔案提供-更正.XLS
2018-07-24 下午 04:09:01 BestTRP	91	沒有設定物件變數或 With 區塊變數	檔案名稱： D:\\拋單格式測試檔案提供-更正.XLS
2018-07-24 下午 04:11:42 BestTRP	91	沒有設定物件變數或 With 區塊變數	檔案名稱： D:\\拋單格式測試檔案提供-更正.XLS
2018-07-24 下午 04:16:54 BestTRP	91	沒有設定物件變數或 With 區塊變數	檔案名稱： D:\\拋單格式測試檔案提供-更正.XLS
2018-07-24 下午 04:19:17 BestTRP	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	檔案名稱： D:\\拋單格式測試檔案提供-更正.XLS
2018-07-24 下午 04:20:37 BestTRP	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	檔案名稱： D:\\拋單格式測試檔案提供-更正.XLS
2018-07-24 下午 04:21:35 BestTRP	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	檔案名稱： D:\\拋單格式測試檔案提供-更正.XLS
2018-07-24 下午 04:24:37 BestTRP	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	檔案名稱： D:\\拋單格式測試檔案提供-更正.XLS
2018-07-24 下午 04:24:52 BestTRP	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	檔案名稱： D:\\拋單格式測試檔案提供-更正.XLS
2018-07-24 下午 04:29:45 BestTRP	91	沒有設定物件變數或 With 區塊變數	檔案名稱： D:\\拋單格式測試檔案提供-更正.XLS
2018-07-24 下午 04:36:05 BestTRP	-2147217873	無法以唯一索引 'PK_ORDERDETAIL' 在物件 'dbo.ORDERDETAIL' 中插入重複的索引鍵資料列。	檔案名稱： D:\\拋單格式測試檔案提供-更正.XLS
BestTRP	2018-07-24 下午 08:16:45	0	排車轉訂單	WMS: 0000486923,TMS: F180727001,LCHF01,0001485247,20180628-2          
BestTRP	2018-07-24 下午 08:16:46	0	排車轉訂單	WMS: 0000486924,TMS: F180727001,LCHF01,0001485248,20180628-3          
BestTRP	2018-07-24 下午 08:16:46	0	排車轉訂單	WMS: 0000486925,TMS: F180727001,LCHF01,0001485249,20180628-4          
BestTRP	2018-07-24 下午 08:16:46	0	排車轉訂單	WMS: 0000486926,TMS: F180727002,LCHF01,0001485251,20180629-1          
BestTRP	2018-07-24 下午 08:16:46	0	排車轉訂單	WMS: 0000486927,TMS: F180727002,LCHF01,0001485254,20180629-4          
BestTRP	2018-07-24 下午 08:16:46	0	排車轉訂單	WMS: 0000486928,TMS: F180727002,LCHF01,0001485256,20180630-2          
BestTRP	2018-07-24 下午 08:16:46	0	排車轉訂單	WMS: 0000486929,TMS: F180727003,LCHF01,0001485253,20180629-3          
BestTRP	2018-07-24 下午 08:16:46	0	排車轉訂單	WMS: 0000486930,TMS: F180727003,LCHF01,0001485259,20180702            
BestTRP	2018-07-24 下午 08:16:46	0	排車轉訂單	WMS: 0000486931,TMS: F180727003,LCHF01,0001485261,20180702-10         
BestTRP	2018-07-24 下午 08:16:46	0	排車轉訂單	WMS: 0000486932,TMS: F180727004,LCHF01,0001485252,20180629-2          
BestTRP	2018-07-24 下午 08:16:46	0	排車轉訂單	WMS: 0000486933,TMS: F180727004,LCHF01,0001485258,20180630-4          
BestTRP	2018-07-24 下午 08:16:46	0	排車轉訂單	WMS: 0000486934,TMS: F180727004,LCHF01,0001485265,20180702-2          
BestTRP	2018-07-24 下午 08:16:46	0	排車轉訂單	WMS: 0000486935,TMS: F180727005,LCHF01,0001485262,20180702-11         
BestTRP	2018-07-24 下午 08:16:46	0	排車轉訂單	WMS: 0000486936,TMS: F180727005,LCHF01,0001485266,20180702-3          
BestTRP	2018-07-24 下午 08:16:46	0	排車轉訂單	WMS: 0000486937,TMS: F180727005,LCHF01,0001485270,20180702-7          
BestTRP	2018-07-25 上午 11:21:06	0	排車轉訂單	WMS: 0000503926,TMS: F180728001,LCHF01,0001485352,TEST42              
2018-07-25 上午 11:21:06 排車資料回傳設定	-2147217913	將 varchar 值 '1.9229' 轉換成資料類型 int 時，轉換失敗。	回傳設定確認
BestTRP	2018-07-25 上午 11:21:16	0	排車轉訂單	WMS: 0000503926,TMS: F180728001,LCHF01,0001485352,TEST42              
2018-07-25 上午 11:21:16 排車資料回傳設定	-2147217913	將 varchar 值 '1.9229' 轉換成資料類型 int 時，轉換失敗。	回傳設定確認
BestTRP	2018-07-25 上午 11:21:20	0	排車轉訂單	WMS: 0000503926,TMS: F180728001,LCHF01,0001485352,TEST42              
2018-07-25 上午 11:21:20 排車資料回傳設定	-2147217913	將 varchar 值 '1.9229' 轉換成資料類型 int 時，轉換失敗。	回傳設定確認
BestTRP	2018-07-25 上午 11:21:52	0	排車轉訂單	WMS: 0000503926,TMS: F180728001,LCHF01,0001485352,TEST42              
2018-07-25 上午 11:22:01 排車資料回傳設定	-2147217913	將 varchar 值 '1.9229' 轉換成資料類型 int 時，轉換失敗。	回傳設定確認
BestTRP	2018-07-25 上午 11:22:05	0	排車轉訂單	WMS: 0000503926,TMS: F180728001,LCHF01,0001485352,TEST42              
2018-07-25 上午 11:22:55 排車資料回傳設定	-2147217913	將 varchar 值 '1.9229' 轉換成資料類型 int 時，轉換失敗。	回傳設定確認
BestTRP	2018-07-25 上午 11:24:11	0	排車轉訂單	WMS: 0000503926,TMS: F180728001,LCHF01,0001485352,TEST42              
2018-07-25 上午 11:24:18 排車資料回傳設定	-2147217913	將 varchar 值 '1.9229' 轉換成資料類型 int 時，轉換失敗。	回傳設定確認
BestTRP	2018-07-25 上午 11:27:22	0	排車轉訂單	WMS: 0000503926,TMS: F180728001,LCHF01,0001485352,TEST42              
2018-07-25 上午 11:27:27 排車資料回傳設定	-2147217913	將 varchar 值 '1.9229' 轉換成資料類型 int 時，轉換失敗。	回傳設定確認
BestTRP	2018-07-25 上午 11:28:16	0	排車轉訂單	WMS: 0000503926,TMS: F180728001,LCHF01,0001485352,TEST42              
2018-07-25 上午 11:28:22 排車資料回傳設定	-2147217913	將 varchar 值 '1.9229' 轉換成資料類型 int 時，轉換失敗。	回傳設定確認
BestTRP	2018-07-25 上午 11:35:31	0	排車轉訂單	WMS: 0000503926,TMS: F180728001,LCHF01,0001485352,TEST42              
BestTRP	2018-07-25 上午 11:35:34	0	排車轉訂單	WMS: 0000503927,TMS: F180728001,LCHF01,0001485353,TEST43              
BestTRP	2018-07-25 上午 11:35:34	0	排車轉訂單	WMS: 0000503928,TMS: F180728001,LCHF01,0001485355,TEST45              
BestTRP	2018-07-25 上午 11:35:44	0	排車轉訂單	WMS: 0000503929,TMS: F180728002,LCHF01,0001485357,TEST48              
BestTRP	2018-07-25 上午 11:35:44	0	排車轉訂單	WMS: 0000503930,TMS: F180728002,LCHF01,0001485360,TEST51              
BestTRP	2018-07-25 上午 11:35:44	0	排車轉訂單	WMS: 0000503931,TMS: F180728002,LCHF01,0001485362,TEST53              
BestTRP	2018-07-25 上午 11:35:44	0	排車轉訂單	WMS: 0000503932,TMS: F180728003,LCHF01,0001485351,TEST41              
BestTRP	2018-07-25 上午 11:35:44	0	排車轉訂單	WMS: 0000503933,TMS: F180728003,LCHF01,0001485358,TEST49              
BestTRP	2018-07-25 上午 11:35:44	0	排車轉訂單	WMS: 0000503934,TMS: F180728003,LCHF01,0001485361,TEST52              
BestTRP	2018-07-25 上午 11:35:44	0	排車轉訂單	WMS: 0000503935,TMS: F180728004,LCHF01,0001485348,TEST38              
BestTRP	2018-07-25 上午 11:35:44	0	排車轉訂單	WMS: 0000503936,TMS: F180728004,LCHF01,0001485350,TEST40              
BestTRP	2018-07-25 上午 11:35:44	0	排車轉訂單	WMS: 0000503937,TMS: F180728004,LCHF01,0001485359,TEST50              
BestTRP	2018-07-25 上午 11:35:44	0	排車轉訂單	WMS: 0000503938,TMS: F180728005,LCHF01,0001485344,TEST32              
BestTRP	2018-07-25 上午 11:35:44	0	排車轉訂單	WMS: 0000503939,TMS: F180728005,LCHF01,0001485349,TEST39              
BestTRP	2018-07-25 上午 11:35:44	0	排車轉訂單	WMS: 0000503940,TMS: F180728005,LCHF01,0001485356,TEST47              
BestTRP	2018-07-25 上午 11:35:44	0	排車轉訂單	WMS: 0000503941,TMS: F180728006,LCHF01,0001485342,TEST26              
BestTRP	2018-07-25 上午 11:35:44	0	排車轉訂單	WMS: 0000503942,TMS: F180728006,LCHF01,0001485346,TEST34              
BestTRP	2018-07-25 上午 11:35:44	0	排車轉訂單	WMS: 0000503943,TMS: F180728006,LCHF01,0001485354,TEST44              
BestTRP	2018-07-25 上午 11:35:44	0	排車轉訂單	WMS: 0000503944,TMS: F180728007,LCHF01,0001485340,TEST24              
BestTRP	2018-07-25 上午 11:35:44	0	排車轉訂單	WMS: 0000503945,TMS: F180728007,LCHF01,0001485343,TEST29              
BestTRP	2018-07-25 上午 11:35:44	0	排車轉訂單	WMS: 0000503946,TMS: F180728007,LCHF01,0001485347,TEST35              
BestTRP	2018-07-25 上午 11:48:34	0	排車轉訂單	WMS: 0000503947,TMS: F180729001,LCHF01,0001485403,TEST030             
BestTRP	2018-07-25 上午 11:48:34	0	排車轉訂單	WMS: 0000503948,TMS: F180729001,LCHF01,0001485404,TEST031             
BestTRP	2018-07-25 上午 11:48:34	0	排車轉訂單	WMS: 0000503949,TMS: F180729002,LCHF01,0001485400,TEST027             
BestTRP	2018-07-25 上午 11:48:34	0	排車轉訂單	WMS: 0000503950,TMS: F180729002,LCHF01,0001485401,TEST028             
BestTRP	2018-07-25 上午 11:48:34	0	排車轉訂單	WMS: 0000503951,TMS: F180729003,LCHF01,0001485393,TEST020             
BestTRP	2018-07-25 上午 11:48:34	0	排車轉訂單	WMS: 0000503952,TMS: F180729003,LCHF01,0001485394,TEST021             
2018-07-27 下午 04:16:04 BestTRP	76	找不到路徑	檔案名稱： D:\\001.xls
BestTRP	2018-07-27 下午 04:28:22	0	排車轉訂單	WMS: 0000503953,TMS: F180731001,LCHF01,0001485435,S3180727007         
BestTRP	2018-07-27 下午 04:28:23	0	排車轉訂單	WMS: 0000503954,TMS: F180731001,LCHF01,0001485436,S3180727008         
BestTRP	2018-07-27 下午 04:28:23	0	排車轉訂單	WMS: 0000503955,TMS: F180731001,LCHF01,0001485437,S3180727009         
BestTRP	2018-07-27 下午 04:28:23	0	排車轉訂單	WMS: 0000503956,TMS: F180731001,LCHF01,0001485438,S3180727010         
BestTRP	2018-07-27 下午 04:28:23	0	排車轉訂單	WMS: 0000503957,TMS: F180731001,LCHF01,0001485439,S3180727012         
BestTRP	2018-07-30 下午 03:26:08	0	排車轉訂單	WMS: 0000503958,TMS: F180731002,LCHF01,0001485440,TEST040             
2018-07-30 下午 05:08:57 BestTRP	76	找不到路徑	檔案名稱： D:\\Xl0001182.xls
2018-07-31 上午 09:41:44 BestTRP	76	找不到路徑	檔案名稱： D:\\Xl0001182.xls
2018-07-31 上午 09:44:30 BestTRP	76	找不到路徑	檔案名稱： D:\\Xl0001182.xls
2018-07-31 下午 04:05:23 運費維護	-2147217873	無法插入 NULL 值到資料行 'Payable'，資料表 'BestTMS.dbo.SDN05T'; 資料行不得有 Null。INSERT 失敗。	
2018-08-01 上午 09:08:39 BestTRP	76	找不到路徑	檔案名稱： D:\\佰事達0731拋單通知.xls
2018-08-01 下午 04:13:42 BestTRP	76	找不到路徑	檔案名稱： D:\\佰事達0731拋單通知.xls
2018-08-06 下午 02:04:46 BestTRP	76	找不到路徑	檔案名稱： D:\\佰事達0806拋單通知.xls
2018-08-07 下午 05:16:11 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-08-07 下午 05:17:11 Recordset2Excel	13	型態不符	請確認儲存格(1334J)，資料是否有誤！
2018-08-07 下午 05:17:13 訂單接收	91	沒有設定物件變數或 With 區塊變數	
2018-08-07 下午 05:17:48 Recordset2Excel	13	型態不符	請確認儲存格(1334J)，資料是否有誤！
2018-08-07 下午 05:17:50 訂單接收	91	沒有設定物件變數或 With 區塊變數	
2018-08-07 下午 05:18:38 Recordset2Excel	13	型態不符	請確認儲存格(1334J)，資料是否有誤！
2018-08-07 下午 05:18:46 訂單接收	91	沒有設定物件變數或 With 區塊變數	
2018-08-07 下午 05:20:56 Recordset2Excel	13	型態不符	請確認儲存格(1334J)，資料是否有誤！
2018-08-07 下午 05:21:01 訂單接收	91	沒有設定物件變數或 With 區塊變數	
2018-08-07 下午 05:22:30 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-08-08 上午 09:45:32 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-08-08 上午 10:23:07 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-08-14 下午 01:35:03 訂單接收	1004	無法取用唯讀檔案 '20180601中祥-計費代碼 (1).xls'。	
2018-08-14 下午 01:35:22 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-08-14 下午 01:46:54 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-08-14 下午 04:48:00 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-08-17 下午 05:11:09 BestTRP	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	檔案名稱： D:\\Xl0001170.xls
2018-08-17 下午 05:11:23 BestTRP	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	檔案名稱： D:\\Xl0001170.xls
2018-08-17 下午 05:11:48 BestTRP	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	檔案名稱： D:\\Xl0001170.xls
2018-08-17 下午 05:12:58 BestTRP	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	檔案名稱： D:\\Xl0001170.xls
2018-08-20 上午 10:09:46 BestTRP	91	沒有設定物件變數或 With 區塊變數	檔案名稱： D:\\
2018-08-20 上午 10:10:29 BestTRP	91	沒有設定物件變數或 With 區塊變數	檔案名稱： D:\\
2018-08-20 上午 10:23:06 BestTRP	-2147217900	無效的資料行名稱 'externasnkey'。	檔案名稱： D:\\test0820-4.xls
2018-08-20 上午 10:23:46 BestTRP	91	沒有設定物件變數或 With 區塊變數	檔案名稱： D:\\test0820-4.xls
2018-08-20 上午 10:25:47 BestTRP	91	沒有設定物件變數或 With 區塊變數	檔案名稱： D:\\
2018-08-20 上午 11:12:20 BestTRP	91	沒有設定物件變數或 With 區塊變數	檔案名稱： D:\terry\01.BestTMS_20180820\01.BestTMS_20180816\01.BestTMS\BestTRP\
2018-08-20 上午 11:19:18 Recordset2Excel	1004	找不到 'D:\terry\01.BestTMS_20180820\01.BestTMS_20180816\01.BestTMS\BestTRP\'。請檢查檔名是否有拼錯，或是檔案位置是否正確。

如果您是使用 [檔案] 功能表最下方的最近使用檔案清單來開啟檔案，請檢查這個檔案是否已被更改名稱、移動至其它地方或刪除。	請確認儲存格(0@)，資料是否有誤！
2018-08-20 上午 11:19:20 訂單接收	91	沒有設定物件變數或 With 區塊變數	
2018-08-29 下午 01:19:42 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-08-29 下午 01:19:51 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-08-29 下午 01:19:56 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-08-29 下午 01:20:10 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-08-29 下午 01:21:59 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-08-29 下午 01:23:18 BestTRP	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	檔案名稱： D:\\佰事達手動退貨匯入-0829A.xls
2018-08-29 下午 01:24:23 BestTRP	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	檔案名稱： D:\\佰事達手動退貨匯入-0829A.xls
2018-08-29 下午 01:25:26 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-08-30 下午 05:02:08 到貨追蹤表	-2147217871	查詢逾時過期	
2018-08-30 下午 05:09:25 到貨追蹤表	-2147217871	查詢逾時過期	
2018-09-04 上午 09:10:58 BestTRP	76	找不到路徑	檔案名稱： D:\\佰事達訂單匯入0903.xls
2018-09-04 上午 09:15:26 BestTRP	76	找不到路徑	檔案名稱： D:\\test0002.xls
2018-09-04 上午 09:24:18 BestTRP	76	找不到路徑	檔案名稱： D:\\test0003.xls
2018-09-04 上午 09:35:14 BestTRP	70	沒有使用權限	檔案名稱： D:\\test0004.xls
2018-09-04 上午 09:39:29 BestTRP	76	找不到路徑	檔案名稱： D:\\test0005.xls
2018-09-11 上午 09:23:12 運費維護	-2147217900	無效的資料行名稱 'vehicle_od_no'。	
2018-09-12 上午 11:08:40 BestTRP	76	找不到路徑	檔案名稱： D:\\佰事達0910拋單通知.xls
2018-09-12 下午 04:14:49 運費維護	-2147217900	接近 '計費車號' 之處的語法不正確。	
2018-09-13 上午 11:35:28 BestTRP	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	檔案名稱： D:\\佰事達手動訂單09012匯入.xls
2018-09-13 上午 11:35:53 BestTRP	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	檔案名稱： D:\\佰事達手動訂單09012匯入.xls
2018-09-13 上午 11:56:22 BestTRP	76	找不到路徑	檔案名稱： d:\\佰事達手動訂單09012匯入.xls
2018-09-13 下午 12:03:34 BestTRP	76	找不到路徑	檔案名稱： d:\\佰事達手動訂單09013匯入.xls
2018-09-25 上午 11:32:31 運費維護	-2147217900	發現除以零的錯誤。	
2018-09-25 上午 11:34:37 運費維護	-2147217900	發現除以零的錯誤。	
2018-09-25 上午 11:34:52 運費維護_0001628848	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2018-09-25 上午 11:37:17 運費維護	-2147217900	發現除以零的錯誤。	
2018-10-08 下午 02:11:29 OffineRecordset	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2018-10-08 下午 02:11:33 請付款日報表	3219	在此內容中不允許操作。	
2018-10-08 下午 02:15:16 OffineRecordset	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2018-10-08 下午 02:15:18 請付款日報表	3219	在此內容中不允許操作。	
2018-10-08 下午 02:17:13 OffineRecordset	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2018-10-08 下午 02:17:14 請付款日報表	3219	在此內容中不允許操作。	
2018-10-08 下午 02:23:17 OffineRecordset	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2018-10-08 下午 02:23:19 請付款日報表	3219	在此內容中不允許操作。	
2018-10-08 下午 02:44:25 OffineRecordset	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2018-10-08 下午 02:44:27 請付款日報表	3219	在此內容中不允許操作。	
2018-10-08 下午 02:45:50 OffineRecordset	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2018-10-08 下午 02:45:51 請付款日報表	3219	在此內容中不允許操作。	
2018-10-08 下午 03:04:44 OffineRecordset	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2018-10-08 下午 03:04:46 請付款日報表	3219	在此內容中不允許操作。	
2018-10-08 下午 03:05:19 OffineRecordset	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2018-10-08 下午 03:05:20 請付款日報表	3219	在此內容中不允許操作。	
2018-10-08 下午 03:05:55 OffineRecordset	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2018-10-08 下午 03:05:57 請付款日報表	3219	在此內容中不允許操作。	
2018-10-08 下午 03:07:13 OffineRecordset	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2018-10-08 下午 03:07:15 請付款日報表	3219	在此內容中不允許操作。	
2018-10-08 下午 04:40:01 請付款日報表	438	物件不支援此屬性或方法	
2018-10-12 上午 09:42:12 請付款日報表	-2147217900	資料行 'trp01m.SHORT_NAME' 在選取清單中無效，因為它並未包含在彙總函式或 GROUP BY 子句中。	
2018-10-26 上午 10:54:10 到貨追蹤表	-2147217900	資料行 'trp02t.VEHICLE_ID_NO' 在選取清單中無效，因為它並未包含在彙總函式或 GROUP BY 子句中。	
2018-10-26 上午 10:56:50 到貨追蹤表	-2147217900	無效的資料行名稱 '車號'。	
2018-10-26 上午 10:59:27 到貨追蹤表	-2147217900	無效的資料行名稱 'Vehicle_ID_No'。	
2018-10-30 上午 10:54:08 運費維護_0001632448	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2018-11-12 下午 04:13:33 到貨追蹤表	-2147217871	查詢逾時過期	
2018-11-12 下午 04:18:57 到貨追蹤表	-2147217871	查詢逾時過期	
2018-11-12 下午 05:22:32 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-11-12 下午 05:22:47 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-11-12 下午 05:25:45 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-11-12 下午 05:25:50 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-11-12 下午 05:26:56 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-11-12 下午 05:28:30 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-11-12 下午 05:28:42 BestTRP	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	檔案名稱： d:\\OrderList 20181112-01.xls
2018-11-12 下午 05:28:58 BestTRP	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	檔案名稱： d:\\OrderList 20181112-01.xls
2018-11-12 下午 05:35:53 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-11-12 下午 05:36:05 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-11-12 下午 05:39:13 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-11-12 下午 05:39:25 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-11-12 下午 05:39:41 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2018-12-07 上午 10:01:15 訂單維護作業 	-2147168242	沒有正在作用的異動。	
2018-12-07 上午 10:01:28 訂單維護作業 	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2018-12-07 上午 10:06:41 訂單維護作業 	-2147168242	沒有正在作用的異動。	
2018-12-07 上午 10:24:49 訂單維護作業 	-2147168242	沒有正在作用的異動。	
2018-12-07 上午 10:28:30 訂單維護作業 	-2147168242	沒有正在作用的異動。	
2018-12-07 上午 10:35:09 訂單維護作業 	-2147168242	沒有正在作用的異動。	
2018-12-07 上午 10:38:04 訂單維護作業 	-2147168242	沒有正在作用的異動。	
2018-12-17 下午 03:09:51 訂單維護作業 	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
BestTRP	2019-01-18 上午 09:10:08	0	排車轉訂單	WMS: 0000520664,TMS: F190120001,LKYF01,0001685290,test246456          
